basin_cdec,cfs_cdec,cfs_usgs,county_cdec,data_collect_cdec,gage_oper_cdec,gelev_ft_cdec,group_cdec,hist_pkflow_usgs,id_cdec,id_nws,id_usgs,lat_cdec,lat_usgs,lon_cdec,lon_usgs,most_recent_cdec,most_recent_usgs,name_cdec,name_usgs,nearby_cty_cdec,nwsfloodstg_ft_usgs,stage_ft_usgs,state_usgs
NA,NA,306000,NA,NA,NA,NA,NA,NA,NA,NA,14144700,NA,NA,NA,NA,NA,2019-05-31T06:15:00Z,NA,"Columbia River At Vancouver, Wa",NA,NA,8.21,NA
NA,NA,309,NA,NA,NA,NA,NA,39800,NA,NA,14144800,NA,43.60178867,NA,-122.4575474,NA,2019-05-31T07:30:00Z,NA,"Middle Fork Willamette River Nr Oakridge, Or",NA,NA,9.32,or
NA,NA,NA,NA,NA,NA,NA,NA,10700,NA,NA,14144900,NA,43.6804006,NA,-122.3705999,NA,2019-05-31T07:15:00Z,NA,"Hills Cr Ab Hills Cr Res, Nr Oakridge, Or",NA,NA,10.44,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14145100,NA,43.709575,NA,-122.421111,NA,2019-05-31T07:30:00Z,NA,"Hills Creek Lake Near Oakridge, Or",NA,NA,1532.11,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14145110,NA,43.71070278,NA,-122.4239389,NA,2019-05-31T07:30:00Z,NA,"Hills Creek Dam Tailwater Near Oakridge, Or",NA,NA,1226.12,or
NA,NA,1490,NA,NA,NA,NA,NA,34000,NA,NA,14145500,NA,43.72095655,NA,-122.4378256,NA,2019-05-31T07:45:00Z,NA,"Mf Willamette River Abv Salt Crk, Near Oakridge,or",NA,NA,4.11,or
NA,NA,945,NA,NA,NA,NA,NA,24400,NA,NA,14147500,NA,43.7567902,NA,-122.5053292,NA,2019-05-31T07:15:00Z,NA,"N Fk Of M Fk Willamette R Nr Oakridge, Or",NA,NA,2.19,or
NA,NA,2880,NA,NA,NA,NA,NA,81800,NA,NA,14148000,NA,43.80123517,NA,-122.5608879,NA,2019-05-31T06:15:00Z,NA,"Mf Willamette River Blw N Fork, Nr Oakridge, Or.",NA,NA,3.31,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14149000,NA,43.91515556,NA,-122.7522806,NA,2019-05-31T06:51:00Z,NA,"Lookout Point Lake Near Lowell, Or",NA,NA,914.77,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14149010,NA,43.915375,NA,-122.7536028,NA,2019-05-31T06:51:00Z,NA,"Lookout Point Dam Tailwater Near Lowell, Or",NA,NA,693.22,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14149500,NA,43.924375,NA,-122.8054556,NA,2019-05-31T06:50:00Z,NA,"Dexter Lake At Dexter, Or",NA,NA,693.09,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14149510,NA,43.92434167,NA,-122.8056056,NA,2019-05-31T06:50:00Z,NA,"Dexter Dam Tailwater At Dexter, Or",NA,NA,638.17,or
NA,NA,3890,NA,NA,NA,NA,NA,62600,NA,DEXO3,14150000,NA,43.9456815,NA,-122.8372967,NA,2019-05-31T06:50:00Z,NA,"Middle Fork Willamette River Near Dexter, Or",NA,NA,4.73,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14150290,NA,43.9672222,NA,-122.6297222,NA,2019-05-31T06:15:00Z,NA,"Fall Creek Above North Fork, Near Lowell, Or",NA,NA,3.31,or
NA,NA,31.5,NA,NA,NA,NA,NA,4500,NA,WCLO3,14150800,NA,43.9142924,NA,-122.6886762,NA,2019-05-31T07:00:00Z,NA,"Winberry Creek Near Lowell,or",NA,NA,1.24,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14150900,NA,43.9442931,NA,-122.7567377,NA,2019-05-31T07:30:00Z,NA,"Fall Creek Lake Near Lowell, Or",NA,NA,825.13,or
NA,NA,209,NA,NA,NA,NA,NA,24700,NA,NA,14151000,NA,43.94429299,NA,-122.774794,NA,2019-05-31T06:00:00Z,NA,"Fall Creek Blw Winberry Creek, Near Fall Creek, Or",NA,NA,2.26,or
